season,date,team1,team2,odds1,oddsX,odds2,gameId
2021-2022,2022-02-11,STL,NJD,1.65,4.95,4.33,
2021-2022,2022-02-11,CGY,TOR,2.81,4.55,2.12,
2021-2022,2022-02-11,COL,TBL,2.43,4.7,2.64,
2021-2022,2022-02-12,DAL,WPG,2.1,4.65,3.2,
2021-2022,2022-02-12,EDM,NYI,2.01,4.5,3.05,
2021-2022,2022-02-12,ARI,TBL,4.8,4.85,1.61,
2021-2022,2022-02-12,ANA,SEA,2.0,4.6,3.58,
2021-2022,2022-02-12,DET,PHI,2.08,4.45,3.05,2021020811.0
2021-2022,2022-02-12,OTT,BOS,2.95,4.4,2.13,2021020543.0
2021-2022,2022-02-12,MTL,CBJ,2.91,4.7,2.16,2021020630.0
2021-2022,2022-02-13,VAN,TOR,3.6,4.8,1.8,
2021-2022,2022-02-13,NSH,WPG,1.82,4.65,3.54,
2021-2022,2022-02-13,STL,CHI,1.73,4.8,3.88,
2021-2022,2022-02-13,MIN,CAR,2.61,4.65,2.47,
2021-2022,2022-02-13,CGY,NYI,1.86,4.7,3.95,
2021-2022,2022-02-13,MTL,BUF,2.55,4.5,2.38,2021020614.0
2021-2022,2022-02-13,WSH,OTT,1.59,5.1,4.6,2021020526.0
2021-2022,2022-02-13,NJD,PIT,4.4,5.0,1.69,2021020817.0
2021-2022,2022-02-13,DAL,COL,3.32,4.7,2.04,2021020563.0
2021-2022,2022-02-15,MIN,DET,1.72,5.0,4.5,
2021-2022,2022-02-15,WPG,CHI,1.98,4.5,3.2,
2021-2022,2022-02-15,SEA,TOR,4.55,5.15,1.61,
2021-2022,2022-02-15,SJS,EDM,3.0,4.65,2.03,
2021-2022,2022-02-16,OTT,STL,3.88,4.9,1.73,
2021-2022,2022-02-16,NYR,BOS,2.22,4.45,3.04,
2021-2022,2022-02-16,NJD,TBL,4.8,5.2,1.58,
2021-2022,2022-02-16,BUF,NYI,3.5,4.55,1.9,
2021-2022,2022-02-16,PIT,PHI,1.55,5.65,5.55,
2021-2022,2022-02-16,NSH,WSH,2.17,4.5,2.8,
2021-2022,2022-02-16,CGY,CBJ,1.54,5.35,5.2,
2021-2022,2022-02-16,COL,DAL,1.64,5.0,4.5,
2021-2022,2022-02-16,LAK,EDM,2.36,4.55,2.5,
2021-2022,2022-02-17,WPG,MIN,2.88,4.6,2.11,
2021-2022,2022-02-17,CAR,FLA,2.35,4.65,2.54,
2021-2022,2022-02-17,CGY,ANA,1.75,4.8,4.0,
2021-2022,2022-02-17,VGK,COL,2.84,4.8,2.26,
2021-2022,2022-02-18,NYR,DET,1.73,4.8,4.1,
2021-2022,2022-02-18,PHI,WSH,3.44,4.7,1.86,
2021-2022,2022-02-18,TOR,PIT,2.11,4.75,3.14,
2021-2022,2022-02-18,BUF,OTT,2.2,4.5,2.75,
2021-2022,2022-02-18,MTL,STL,4.9,5.2,1.55,
2021-2022,2022-02-18,NYI,BOS,2.53,4.33,2.65,
2021-2022,2022-02-18,WPG,SEA,2.08,4.55,2.98,
2021-2022,2022-02-18,CHI,CBJ,2.22,4.55,2.7,
2021-2022,2022-02-18,EDM,ANA,1.69,4.95,4.0,
2021-2022,2022-02-18,SJS,VAN,2.66,4.3,2.29,
2021-2022,2022-02-19,CAR,NSH,1.9,4.6,3.35,
2021-2022,2022-02-19,MIN,FLA,2.71,4.95,2.31,
2021-2022,2022-02-19,CHI,DAL,3.2,4.45,1.97,
2021-2022,2022-02-19,VGK,LAK,1.9,4.75,3.34,
2021-2022,2022-02-19,BUF,COL,5.8,5.75,1.43,2021020504.0
2021-2022,2022-02-19,WPG,EDM,2.7,4.6,2.25,2021020681.0
2021-2022,2022-02-20,OTT,BOS,3.55,4.45,1.87,
2021-2022,2022-02-20,TOR,STL,1.85,5.0,3.82,
2021-2022,2022-02-20,ARI,LAK,3.6,4.6,1.95,
2021-2022,2022-02-20,CGY,SEA,1.53,5.35,5.4,
2021-2022,2022-02-20,VAN,ANA,2.1,4.45,3.2,
2021-2022,2022-02-20,PIT,CAR,2.26,4.75,2.86,2021021304.0
2021-2022,2022-02-20,NYI,MTL,1.56,4.95,5.0,2021020491.0
2021-2022,2022-02-20,CHI,FLA,4.33,5.05,1.65,2021020498.0
2021-2022,2022-02-20,OTT,NYR,4.05,4.8,1.75,2021020263.0
2021-2022,2022-02-21,CBJ,BUF,1.95,4.7,3.1,
2021-2022,2022-02-21,ARI,DAL,4.5,4.85,1.63,
2021-2022,2022-02-21,EDM,MIN,2.52,4.75,2.55,
2021-2022,2022-02-21,SJS,VGK,3.25,4.65,1.92,
2021-2022,2022-02-21,BOS,COL,3.46,4.7,1.99,2021020508.0
2021-2022,2022-02-21,PHI,CAR,4.2,4.95,1.72,2021020639.0
2021-2022,2022-02-21,CGY,WPG,1.66,4.9,4.3,2021020564.0
2021-2022,2022-02-22,MTL,TOR,7.0,5.75,1.43,
2021-2022,2022-02-22,VAN,SEA,1.84,4.6,3.6,
2021-2022,2022-02-23,PHI,STL,3.65,4.9,1.77,
2021-2022,2022-02-23,FLA,NSH,1.73,5.4,4.3,
2021-2022,2022-02-23,CBJ,TOR,4.0,5.1,1.71,
2021-2022,2022-02-23,OTT,MIN,4.33,5.0,1.7,
2021-2022,2022-02-23,ANA,SJS,1.99,4.5,3.1,
2021-2022,2022-02-23,SEA,NYI,3.2,4.3,2.04,
2021-2022,2022-02-24,DAL,WPG,2.08,4.45,3.0,
2021-2022,2022-02-24,TBL,EDM,1.85,5.2,3.7,
2021-2022,2022-02-24,MTL,BUF,2.35,4.3,2.6,
2021-2022,2022-02-24,DET,COL,4.3,5.0,1.66,
2021-2022,2022-02-24,ARI,LAK,4.15,4.9,1.71,
2021-2022,2022-02-25,TOR,MIN,2.19,4.95,2.9,
2021-2022,2022-02-25,NYR,WSH,2.35,4.55,2.79,
2021-2022,2022-02-25,FLA,CBJ,1.38,6.4,6.5,
2021-2022,2022-02-25,PIT,NJD,1.53,5.4,4.8,
2021-2022,2022-02-25,NSH,DAL,2.0,4.55,3.42,
2021-2022,2022-02-25,VAN,CGY,3.2,4.5,1.97,
2021-2022,2022-02-25,SEA,BOS,3.96,4.75,1.73,
2021-2022,2022-02-25,SJS,NYI,2.78,4.3,2.22,
2021-2022,2022-02-26,CAR,CBJ,1.49,5.6,5.6,
2021-2022,2022-02-26,STL,BUF,1.48,5.5,5.4,
2021-2022,2022-02-26,CHI,NJD,2.38,4.55,2.6,
2021-2022,2022-02-26,COL,WPG,1.63,5.55,4.8,
2021-2022,2022-02-26,ARI,VGK,4.7,5.0,1.59,
2021-2022,2022-02-26,ANA,LAK,2.58,4.4,2.34,
2021-2022,2022-02-26,FLA,EDM,1.73,5.15,3.9,2021020831.0
2021-2022,2022-02-26,PHI,WSH,3.1,4.6,1.97,2021020832.0
2021-2022,2022-02-26,PIT,NYR,2.16,4.7,3.06,2021020833.0
2021-2022,2022-02-27,OTT,MTL,2.05,4.5,3.0,
2021-2022,2022-02-27,NSH,TBL,3.25,4.65,1.93,
2021-2022,2022-02-27,DET,TOR,3.94,4.95,1.69,
2021-2022,2022-02-27,VGK,COL,3.1,4.65,2.15,
2021-2022,2022-02-27,SJS,BOS,3.64,4.55,1.9,
2021-2022,2022-02-27,CGY,MIN,1.97,4.6,3.2,
2021-2022,2022-02-27,LAK,NYI,2.25,4.3,2.75,
2021-2022,2022-02-27,CAR,EDM,1.8,4.9,4.1,2021020840.0
2021-2022,2022-02-27,DAL,BUF,1.55,5.15,5.0,2021020843.0
2021-2022,2022-02-27,CHI,STL,3.25,4.6,1.93,2021020842.0
2021-2022,2022-02-27,ARI,WPG,3.18,4.55,1.97,2021020844.0
2021-2022,2022-02-28,CBJ,PIT,3.68,4.8,1.91,
2021-2022,2022-02-28,NYR,VAN,2.31,4.45,2.65,
2021-2022,2022-02-28,ANA,NYI,2.28,4.3,2.66,
2021-2022,2022-02-28,SJS,SEA,2.32,4.3,2.65,
2021-2022,2022-03-01,NJD,VAN,2.3,4.65,2.8,
2021-2022,2022-03-01,WSH,TOR,2.88,4.6,2.28,
2021-2022,2022-03-01,LAK,BOS,2.68,4.35,2.33,
2021-2022,2022-03-02,TBL,OTT,1.41,5.8,6.25,
2021-2022,2022-03-02,PHI,EDM,3.15,4.7,1.94,
2021-2022,2022-03-02,CBJ,NJD,2.31,4.75,2.6,
2021-2022,2022-03-02,DET,CAR,3.6,4.85,1.79,
2021-2022,2022-03-02,MIN,CGY,2.68,4.65,2.41,
2021-2022,2022-03-02,WPG,MTL,1.71,4.85,4.2,
2021-2022,2022-03-02,COL,NYI,1.63,5.35,4.95,
2021-2022,2022-03-02,VGK,SJS,1.59,5.0,4.7,
2021-2022,2022-03-02,ANA,BOS,3.28,4.5,1.95,
2021-2022,2022-03-03,TOR,BUF,1.41,5.9,6.4,
2021-2022,2022-03-03,NYR,STL,2.6,4.33,2.58,
2021-2022,2022-03-03,DAL,LAK,2.21,4.4,2.8,
2021-2022,2022-03-03,SEA,NSH,3.82,4.7,1.8,
2021-2022,2022-03-04,TBL,PIT,1.97,4.7,3.52,
2021-2022,2022-03-04,FLA,OTT,1.44,5.8,6.0,
2021-2022,2022-03-04,PHI,MIN,3.6,4.8,1.83,
2021-2022,2022-03-04,WSH,CAR,2.69,4.85,2.25,
2021-2022,2022-03-04,NYI,VAN,2.4,4.3,2.66,
2021-2022,2022-03-04,CHI,EDM,2.9,4.55,2.09,
2021-2022,2022-03-04,VGK,BOS,2.56,4.45,2.58,
2021-2022,2022-03-04,CGY,MTL,1.43,5.75,6.25,
2021-2022,2022-03-04,ARI,COL,6.25,5.65,1.45,
2021-2022,2022-03-05,NYR,NJD,1.95,4.7,3.44,
2021-2022,2022-03-05,CBJ,LAK,2.8,4.7,2.14,
2021-2022,2022-03-05,CAR,PIT,2.21,4.75,2.94,
2021-2022,2022-03-05,TBL,DET,1.57,5.3,4.8,
2021-2022,2022-03-05,BUF,MIN,3.5,4.8,1.83,
2021-2022,2022-03-05,WPG,DAL,2.5,4.45,2.63,
2021-2022,2022-03-05,ANA,VGK,2.64,4.45,2.29,
2021-2022,2022-03-05,NYI,STL,2.99,4.4,2.26,2021020882.0
2021-2022,2022-03-05,PHI,CHI,2.23,4.55,2.65,2021020883.0
2021-2022,2022-03-05,ARI,OTT,2.6,4.33,2.34,2021020888.0
2021-2022,2022-03-06,FLA,DET,1.43,5.9,6.0,
2021-2022,2022-03-06,CBJ,BOS,4.0,4.8,1.72,
2021-2022,2022-03-06,TOR,VAN,1.78,4.8,4.0,
2021-2022,2022-03-06,EDM,MTL,1.67,5.0,4.3,
2021-2022,2022-03-06,WSH,SEA,1.66,4.8,4.3,
2021-2022,2022-03-06,SJS,NSH,3.35,4.45,1.91,
2021-2022,2022-03-06,COL,CGY,2.05,4.8,3.44,
2021-2022,2022-03-06,BUF,LAK,3.24,4.65,1.91,2021020890.0
2021-2022,2022-03-06,NJD,STL,2.71,4.65,2.17,2021020891.0
2021-2022,2022-03-06,MIN,DAL,2.15,4.85,3.02,2021020894.0
2021-2022,2022-03-07,WPG,NYR,2.51,4.55,2.6,
2021-2022,2022-03-07,CHI,TBL,4.5,5.05,1.6,
2021-2022,2022-03-07,CAR,SEA,1.48,5.45,5.3,
2021-2022,2022-03-07,ANA,SJS,1.86,4.65,3.85,
2021-2022,2022-03-07,VGK,OTT,1.56,5.2,4.95,
2021-2022,2022-03-08,BOS,LAK,1.87,4.5,4.05,
2021-2022,2022-03-08,BUF,FLA,5.0,5.55,1.51,
2021-2022,2022-03-08,CBJ,TOR,3.65,5.05,1.75,
2021-2022,2022-03-08,NYI,COL,3.65,4.75,1.78,
2021-2022,2022-03-08,CGY,EDM,1.76,4.8,3.8,
2021-2022,2022-03-09,PIT,FLA,2.56,4.8,2.47,
2021-2022,2022-03-09,PHI,VGK,3.2,4.55,1.97,
2021-2022,2022-03-09,NJD,COL,3.74,5.0,1.73,
2021-2022,2022-03-09,DET,ARI,1.87,4.75,3.38,
2021-2022,2022-03-09,WPG,TBL,3.28,4.7,1.92,
2021-2022,2022-03-09,MIN,NYR,1.96,4.7,3.15,
2021-2022,2022-03-09,STL,OTT,1.64,4.9,4.6,
2021-2022,2022-03-09,NSH,DAL,2.21,4.4,2.74,
2021-2022,2022-03-09,CHI,ANA,2.32,4.45,2.6,
2021-2022,2022-03-09,CGY,WSH,2.3,4.65,2.83,
2021-2022,2022-03-10,EDM,WSH,2.25,4.65,2.91,
2021-2022,2022-03-10,VAN,MTL,1.73,4.95,3.9,
2021-2022,2022-03-11,NJD,WPG,2.19,4.75,2.7,
2021-2022,2022-03-11,FLA,PHI,1.49,5.55,5.75,
2021-2022,2022-03-11,DET,MIN,3.35,4.8,1.91,
2021-2022,2022-03-11,CAR,COL,2.59,4.75,2.46,
2021-2022,2022-03-11,TOR,ARI,1.43,5.85,6.4,
2021-2022,2022-03-11,BOS,CHI,1.59,5.05,4.8,
2021-2022,2022-03-11,BUF,VGK,3.55,4.8,1.8,
2021-2022,2022-03-11,OTT,SEA,2.16,4.45,2.8,
2021-2022,2022-03-11,NYI,CBJ,1.88,4.65,3.35,
2021-2022,2022-03-11,NSH,ANA,1.84,4.65,3.5,
2021-2022,2022-03-11,STL,NYR,2.31,4.3,2.64,
2021-2022,2022-03-11,CGY,TBL,2.45,4.6,2.64,
2021-2022,2022-03-11,LAK,SJS,1.8,4.65,3.62,
2021-2022,2022-03-12,CBJ,MIN,3.4,4.95,1.82,
2021-2022,2022-03-12,PIT,VGK,1.95,4.7,3.64,
2021-2022,2022-03-12,NYI,WPG,2.25,4.4,2.7,
2021-2022,2022-03-12,VAN,WSH,2.34,4.5,2.55,
2021-2022,2022-03-12,NSH,STL,2.29,4.6,2.86,2021020937.0
2021-2022,2022-03-12,CAR,PHI,1.49,5.4,5.6,2021020936.0
2021-2022,2022-03-13,BOS,ARI,1.46,5.55,6.0,
2021-2022,2022-03-13,OTT,CHI,2.4,4.4,2.49,
2021-2022,2022-03-13,NJD,ANA,2.02,4.6,3.0,
2021-2022,2022-03-13,CGY,DET,1.44,5.7,6.2,
2021-2022,2022-03-13,MTL,SEA,2.3,4.5,2.57,
2021-2022,2022-03-13,DAL,NYR,2.28,4.3,2.66,
2021-2022,2022-03-13,SJS,LAK,2.78,4.4,2.21,
2021-2022,2022-03-13,EDM,TBL,2.85,4.65,2.36,
2021-2022,2022-03-13,PIT,CAR,2.27,4.7,2.85,2021020945.0
2021-2022,2022-03-13,BUF,TOR,4.75,5.15,1.62,2021020942.0
2021-2022,2022-03-14,CBJ,VGK,2.95,4.6,2.06,
2021-2022,2022-03-14,PHI,MTL,1.98,4.55,3.15,
2021-2022,2022-03-14,MIN,NSH,1.93,4.75,3.25,
2021-2022,2022-03-14,STL,WPG,2.21,4.5,2.7,
2021-2022,2022-03-14,NYI,ANA,1.88,4.5,3.45,
2021-2022,2022-03-14,COL,CGY,2.02,4.85,3.32,
2021-2022,2022-03-14,VAN,TBL,2.91,4.6,2.1,
2021-2022,2022-03-14,LAK,FLA,4.0,5.0,1.69,
2021-2022,2022-03-15,OTT,ARI,2.12,4.7,3.14,
2021-2022,2022-03-16,TOR,DAL,2.15,4.6,2.75,
2021-2022,2022-03-16,MTL,ARI,1.93,4.65,3.2,
2021-2022,2022-03-16,NYR,ANA,1.89,4.65,3.35,
2021-2022,2022-03-16,WSH,NYI,2.11,4.55,3.22,
2021-2022,2022-03-16,NSH,PIT,2.5,4.5,2.51,
2021-2022,2022-03-16,WPG,VGK,2.2,4.5,2.75,
2021-2022,2022-03-16,CHI,BOS,3.35,4.55,1.9,
2021-2022,2022-03-16,EDM,DET,1.64,5.0,4.5,
2021-2022,2022-03-16,VAN,NJD,2.15,4.45,3.0,
2021-2022,2022-03-16,LAK,COL,4.1,4.75,1.82,
2021-2022,2022-03-16,SJS,FLA,4.4,5.15,1.62,
2021-2022,2022-03-17,MIN,BOS,2.42,4.6,2.68,
2021-2022,2022-03-17,OTT,CBJ,2.27,4.6,2.65,
2021-2022,2022-03-17,CGY,NJD,1.5,5.4,5.4,
2021-2022,2022-03-17,SEA,TBL,4.8,5.15,1.58,
2021-2022,2022-03-18,TOR,CAR,2.58,4.55,2.35,
2021-2022,2022-03-18,MTL,DAL,3.3,4.65,1.9,
2021-2022,2022-03-18,PHI,NSH,3.35,4.6,1.93,
2021-2022,2022-03-18,CBJ,WSH,3.55,4.85,1.8,
2021-2022,2022-03-18,NYR,NYI,2.21,4.35,3.1,
2021-2022,2022-03-18,STL,PIT,2.55,4.55,2.32,
2021-2022,2022-03-18,EDM,BUF,1.61,5.15,4.6,
2021-2022,2022-03-18,VAN,DET,1.77,4.95,3.9,
2021-2022,2022-03-18,LAK,SJS,2.1,4.4,3.0,
2021-2022,2022-03-18,VGK,FLA,3.45,4.8,1.98,
2021-2022,2022-03-19,OTT,PHI,2.1,4.55,2.9,
2021-2022,2022-03-19,CAR,WSH,1.98,4.8,3.44,
2021-2022,2022-03-19,WPG,BOS,2.54,4.5,2.39,
2021-2022,2022-03-19,CGY,BUF,1.41,6.05,7.0,
2021-2022,2022-03-19,ANA,FLA,3.65,4.85,1.8,
2021-2022,2022-03-19,SJS,COL,5.0,5.3,1.55,
2021-2022,2022-03-19,MIN,CHI,1.59,5.3,4.6,2021020988.0
2021-2022,2022-03-19,NYI,DAL,2.28,4.3,2.73,2021020985.0
2021-2022,2022-03-19,EDM,NJD,1.68,5.15,4.2,2021020989.0
2021-2022,2022-03-19,VGK,LAK,2.2,4.5,3.05,2021020992.0
2021-2022,2022-03-19,CBJ,STL,3.25,4.7,1.95,2021020986.0
2021-2022,2022-03-19,ARI,PIT,4.6,5.0,1.64,2021020991.0
2021-2022,2022-03-20,MTL,OTT,2.05,4.55,3.1,
2021-2022,2022-03-20,NSH,TOR,2.7,4.6,2.23,
2021-2022,2022-03-20,TBL,NYR,1.85,4.75,3.98,
2021-2022,2022-03-20,VAN,CGY,2.71,4.5,2.3,
2021-2022,2022-03-20,SEA,DET,2.39,4.33,2.51,
2021-2022,2022-03-20,PHI,NYI,3.15,4.45,1.99,2021020994.0
2021-2022,2022-03-20,WSH,DAL,1.92,4.65,3.3,2021020995.0
2021-2022,2022-03-20,CAR,NYR,1.7,4.95,4.7,2021020996.0
2021-2022,2022-03-21,CHI,WPG,2.9,4.55,2.09,
2021-2022,2022-03-21,SJS,ARI,1.78,4.7,3.66,
2021-2022,2022-03-21,VAN,BUF,1.83,4.75,3.65,
2021-2022,2022-03-22,MTL,BOS,3.8,4.7,1.75,
2021-2022,2022-03-22,MIN,VGK,1.93,4.7,3.68,
2021-2022,2022-03-22,COL,EDM,1.83,4.9,3.55,
2021-2022,2022-03-22,ANA,NSH,3.32,4.6,1.96,
2021-2022,2022-03-23,CAR,TBL,2.36,4.65,2.75,
2021-2022,2022-03-23,WSH,STL,2.14,4.6,3.13,
2021-2022,2022-03-23,PIT,CBJ,1.52,5.6,5.3,
2021-2022,2022-03-23,NJD,NYR,3.02,4.55,2.02,
2021-2022,2022-03-23,DET,PHI,2.1,4.55,2.85,
2021-2022,2022-03-23,NYI,OTT,1.77,4.65,3.8,
2021-2022,2022-03-23,WPG,VGK,2.04,4.65,3.05,
2021-2022,2022-03-23,DAL,EDM,2.3,4.5,2.65,
2021-2022,2022-03-23,CGY,SJS,1.5,5.7,5.4,
2021-2022,2022-03-23,ARI,SEA,2.48,4.45,2.39,
2021-2022,2022-03-23,LAK,NSH,2.35,4.4,2.75,
2021-2022,2022-03-24,TOR,NJD,1.53,5.5,5.0,
2021-2022,2022-03-24,BUF,PIT,3.7,4.85,1.76,
2021-2022,2022-03-24,COL,VAN,1.64,5.35,4.85,
2021-2022,2022-03-24,ANA,CHI,2.24,4.5,2.66,
2021-2022,2022-03-25,BOS,TBL,2.57,4.45,2.56,
2021-2022,2022-03-25,MTL,FLA,4.5,5.15,1.61,
2021-2022,2022-03-25,CAR,DAL,1.74,4.75,3.88,
2021-2022,2022-03-25,NYI,DET,1.7,4.8,4.2,
2021-2022,2022-03-25,MIN,VAN,1.8,4.8,3.54,
2021-2022,2022-03-25,STL,PHI,1.62,5.0,4.7,
2021-2022,2022-03-25,WPG,OTT,1.73,4.8,3.85,
2021-2022,2022-03-25,EDM,SJS,1.69,4.95,4.2,
2021-2022,2022-03-25,VGK,NSH,2.5,4.65,2.58,
2021-2022,2022-03-25,LAK,CHI,1.77,4.85,3.72,
2021-2022,2022-03-26,BUF,WSH,3.5,4.8,1.85,
2021-2022,2022-03-26,NYR,PIT,2.62,4.45,2.51,
2021-2022,2022-03-26,WPG,CBJ,1.93,4.8,3.13,
2021-2022,2022-03-26,COL,PHI,1.42,5.8,6.5,
2021-2022,2022-03-26,CGY,ARI,1.41,6.0,6.25,
2021-2022,2022-03-26,DET,TBL,3.95,4.95,1.74,2021021037.0
2021-2022,2022-03-26,BOS,NYI,1.89,4.55,3.44,2021021034.0
2021-2022,2022-03-26,VGK,CHI,1.8,4.8,3.64,2021021043.0
2021-2022,2022-03-27,WSH,NJD,1.91,4.8,3.2,
2021-2022,2022-03-27,OTT,FLA,4.7,5.05,1.67,
2021-2022,2022-03-27,MTL,TOR,4.4,5.05,1.65,
2021-2022,2022-03-27,DAL,VAN,2.1,4.45,2.9,
2021-2022,2022-03-27,MIN,CBJ,1.57,5.3,4.7,
2021-2022,2022-03-27,STL,CAR,2.88,4.6,2.28,
2021-2022,2022-03-27,CGY,EDM,2.16,4.75,3.04,
2021-2022,2022-03-27,SJS,ANA,2.15,4.5,2.85,
2021-2022,2022-03-27,LAK,SEA,1.8,4.75,3.6,
2021-2022,2022-03-27,NYI,TBL,3.04,4.4,2.24,2021021048.0
2021-2022,2022-03-27,PIT,DET,1.48,5.55,5.8,2021021050.0
2021-2022,2022-03-27,NYR,BUF,1.62,4.9,4.5,2021021049.0
2021-2022,2022-03-28,MIN,COL,2.88,4.65,2.27,
2021-2022,2022-03-28,NSH,PHI,1.61,5.1,4.75,
2021-2022,2022-03-28,NJD,MTL,1.86,4.65,3.4,
2021-2022,2022-03-28,TOR,FLA,2.31,4.65,2.55,
2021-2022,2022-03-28,WPG,ARI,1.59,5.25,5.05,
2021-2022,2022-03-29,WSH,CAR,2.86,4.6,2.29,
2021-2022,2022-03-29,STL,VAN,1.99,4.65,3.14,
2021-2022,2022-03-29,CHI,BUF,1.98,4.55,3.15,
2021-2022,2022-03-29,EDM,ARI,1.39,6.1,6.4,
2021-2022,2022-03-29,LAK,SEA,1.8,4.7,3.68,
2021-2022,2022-03-30,TBL,CAR,2.19,4.6,3.04,
2021-2022,2022-03-30,CBJ,NYI,2.9,4.55,2.1,
2021-2022,2022-03-30,PIT,NYR,2.06,4.55,3.34,
2021-2022,2022-03-30,FLA,MTL,1.44,5.9,6.25,
2021-2022,2022-03-30,BOS,TOR,2.03,4.65,2.95,
2021-2022,2022-03-30,MIN,PHI,1.56,5.35,5.0,
2021-2022,2022-03-30,NSH,OTT,1.74,4.8,3.8,
2021-2022,2022-03-30,CGY,COL,2.14,4.5,2.93,
2021-2022,2022-03-30,ANA,DAL,3.25,4.5,1.93,
2021-2022,2022-03-31,BUF,WPG,2.9,4.6,2.08,
2021-2022,2022-03-31,DET,NYR,2.81,4.55,2.15,
2021-2022,2022-03-31,EDM,LAK,1.86,4.85,3.84,
2021-2022,2022-03-31,VAN,STL,2.38,4.45,2.55,
2021-2022,2022-03-31,ARI,SJS,3.1,4.55,2.02,
2021-2022,2022-03-31,SEA,VGK,3.08,4.6,1.99,
2021-2022,2022-04-01,BOS,NJD,1.69,5.0,4.0,
2021-2022,2022-04-01,TOR,WPG,1.65,4.95,4.7,
2021-2022,2022-04-01,FLA,CHI,1.48,5.8,6.0,
2021-2022,2022-04-01,NYI,CBJ,1.85,4.65,3.45,
2021-2022,2022-04-01,CAR,MTL,1.43,5.9,6.1,
2021-2022,2022-04-01,MIN,PIT,2.29,4.75,2.8,
2021-2022,2022-04-01,COL,SJS,1.5,5.4,5.1,
2021-2022,2022-04-01,CGY,LAK,1.59,5.3,5.4,
2021-2022,2022-04-01,ANA,DAL,3.3,4.5,1.92,
2021-2022,2022-04-02,NYR,NYI,2.0,4.5,3.54,
2021-2022,2022-04-02,TBL,CHI,1.44,5.6,5.8,
2021-2022,2022-04-02,BUF,NSH,3.35,4.7,1.88,
2021-2022,2022-04-02,DET,OTT,2.25,4.7,2.79,
2021-2022,2022-04-02,EDM,STL,2.02,4.65,2.96,
2021-2022,2022-04-02,SEA,VGK,3.2,4.6,1.94,
2021-2022,2022-04-02,ARI,ANA,2.55,4.5,2.31,
2021-2022,2022-04-02,NJD,FLA,3.65,5.15,1.8,2021021092.0
2021-2022,2022-04-02,COL,PIT,2.11,4.8,3.13,2021021097.0
2021-2022,2022-04-03,CAR,MIN,2.09,4.7,3.2,
2021-2022,2022-04-03,TBL,MTL,1.55,5.35,4.9,
2021-2022,2022-04-03,PHI,TOR,4.8,5.25,1.6,
2021-2022,2022-04-03,BOS,CBJ,1.45,5.7,5.8,
2021-2022,2022-04-03,WPG,LAK,2.26,4.5,2.65,
2021-2022,2022-04-03,CGY,STL,1.66,5.1,4.33,
2021-2022,2022-04-03,SJS,DAL,3.0,4.55,2.07,
2021-2022,2022-04-03,BUF,FLA,3.65,5.05,1.77,2021021100.0
2021-2022,2022-04-03,OTT,DET,2.03,4.7,3.15,2021021101.0
2021-2022,2022-04-03,NJD,NYI,2.94,4.5,2.21,2021021102.0
2021-2022,2022-04-04,VAN,VGK,2.48,4.65,2.6,
2021-2022,2022-04-04,CHI,ARI,1.75,4.85,3.72,
2021-2022,2022-04-04,NYR,PHI,1.53,5.45,5.45,
2021-2022,2022-04-04,WSH,MIN,2.24,4.7,2.91,
2021-2022,2022-04-04,ANA,EDM,3.7,4.95,1.77,
2021-2022,2022-04-04,SEA,DAL,3.0,4.5,2.06,
2021-2022,2022-04-05,CBJ,BOS,3.9,5.0,1.71,
2021-2022,2022-04-05,TBL,TOR,2.19,4.75,2.97,
2021-2022,2022-04-05,STL,ARI,1.41,6.25,6.55,
2021-2022,2022-04-05,LAK,CGY,3.32,4.6,1.91,
2021-2022,2022-04-06,PIT,COL,2.46,4.7,2.6,
2021-2022,2022-04-06,NJD,NYR,3.06,4.55,2.03,
2021-2022,2022-04-06,FLA,TOR,1.93,4.8,3.15,
2021-2022,2022-04-06,PHI,CBJ,2.15,4.5,2.78,
2021-2022,2022-04-06,MTL,OTT,2.51,4.33,2.39,
2021-2022,2022-04-06,BUF,CAR,4.5,5.0,1.6,
2021-2022,2022-04-06,DET,BOS,3.85,4.8,1.78,
2021-2022,2022-04-06,NSH,MIN,2.53,4.75,2.52,
2021-2022,2022-04-06,DAL,NYI,2.32,4.1,2.79,
2021-2022,2022-04-06,SJS,EDM,3.44,4.75,1.91,
2021-2022,2022-04-07,WPG,DET,1.54,5.5,5.4,
2021-2022,2022-04-07,WSH,TBL,3.04,4.65,2.18,
2021-2022,2022-04-07,STL,SEA,1.7,5.0,4.1,
2021-2022,2022-04-07,VGK,VAN,1.89,4.5,3.38,
2021-2022,2022-04-07,ANA,CGY,4.7,4.95,1.6,
2021-2022,2022-04-08,CBJ,PHI,2.19,4.6,2.8,
2021-2022,2022-04-08,NYR,PIT,2.45,4.55,2.7,
2021-2022,2022-04-08,NJD,MTL,1.99,4.8,3.05,
2021-2022,2022-04-08,OTT,NSH,3.25,4.65,1.93,
2021-2022,2022-04-08,CAR,BUF,1.44,5.85,6.2,
2021-2022,2022-04-08,DAL,TOR,2.95,4.75,2.03,
2021-2022,2022-04-08,CHI,SEA,2.06,4.6,2.91,
2021-2022,2022-04-08,ARI,VAN,3.6,4.6,1.92,
2021-2022,2022-04-08,LAK,EDM,2.73,4.8,2.33,
2021-2022,2022-04-08,SJS,CGY,3.35,4.7,1.9,
