season,date,team1,team2,odds1,oddsX,odds2
2013-2014,20140309,TOR,PHI,2.45,4.01,2.70
2013-2014,20140309,NJD,CAR,2.25,4.20,3.20
2013-2014,20140309,NSH,CBJ,2.50,3.95,2.65
2013-2014,20140309,DAL,MIN,2.30,4.00,2.98
2013-2014,20140309,VAN,CGY,1.96,4.20,3.75
2013-2014,20140309,SJS,MTL,1.85,4.40,4.10
2013-2014,20140309,NYR,DET,2.05,4.20,3.70
2013-2014,20140309,FLA,BOS,3.40,4.45,2.10
2013-2014,20140310,BUF,CHI,4.85,4.50,1.72
2013-2014,20140310,EDM,LAK,3.95,4.20,2.00
2013-2014,20140310,MIN,STL,3.00,4.00,2.42
2013-2014,20140311,WSH,PIT,2.80,4.00,2.39
2013-2014,20140311,OTT,NSH,2.25,4.20,3.15
2013-2014,20140311,TBL,PHX,2.15,4.20,3.35
2013-2014,20140311,COL,WPG,2.00,4.20,3.60
2013-2014,20140311,CGY,LAK,3.75,4.20,1.98
2013-2014,20140311,VAN,NYI,2.00,4.20,3.55
2013-2014,20140311,ANA,TOR,1.90,4.40,3.90
2013-2014,20140325,NYR,PHX,2.16,4.20,3.25
2013-2014,20140325,PHI,LAK,2.55,3.90,2.65
2013-2014,20140325,BOS,MTL,1.85,4.40,4.10
2013-2014,20140325,TBL,OTT,1.85,4.50,4.10
2013-2014,20140325,DAL,WPG,2.00,4.20,3.65
2013-2014,20140325,CGY,SJS,3.70,4.25,1.95
2013-2014,20140326,PIT,PHX,1.90,4.85,3.85
2013-2014,20140326,TOR,STL,3.25,4.20,2.15
2013-2014,20140326,WSH,LAK,2.55,3.90,2.80
2013-2014,20140326,CAR,NYI,1.95,4.20,3.95
2013-2014,20140326,CBJ,DET,2.17,4.20,3.20
2013-2014,20140326,MTL,BUF,1.80,4.50,5.20
2013-2014,20140326,FLA,OTT,2.54,3.95,2.60
2013-2014,20140326,CHI,DAL,1.80,4.40,4.20
2013-2014,20140326,NSH,COL,2.92,4.00,2.40
2013-2014,20140326,EDM,SJS,3.75,4.45,1.90
2013-2014,20140327,MIN,VAN,2.07,4.20,3.45
2013-2014,20140327,NYR,PHI,2.15,4.20,3.20
2013-2014,20140327,CGY,ANA,3.25,4.20,2.10
2013-2014,20140328,DET,MTL,2.54,3.95,2.65
2013-2014,20140328,NJD,PHX,2.46,4.00,2.80
2013-2014,20140328,PIT,LAK,2.40,4.00,2.88
2013-2014,20140328,BOS,CHI,2.20,4.20,3.15
2013-2014,20140328,FLA,CAR,2.82,3.95,2.50
2013-2014,20140328,TBL,NYI,1.72,4.50,4.50
2013-2014,20140328,STL,MIN,1.83,4.40,4.25
2013-2014,20140328,NSH,BUF,1.83,4.10,4.30
2013-2014,20140328,COL,VAN,1.95,4.20,3.70
2013-2014,20140328,SJS,WPG,1.72,4.65,4.75
2013-2014,20140329,PHI,TOR,2.00,4.31,3.50
2013-2014,20140329,CBJ,PIT,2.60,4.33,2.65
2013-2014,20140329,OTT,CHI,3.20,4.45,2.10
2013-2014,20140329,DAL,NSH,1.99,4.20,3.50
2013-2014,20140329,CGY,NYR,3.25,4.26,2.12
2013-2014,20140329,EDM,ANA,3.70,4.60,1.95
2013-2014,20140329,WSH,BOS,3.35,4.20,2.15
2013-2014,20140330,CAR,CBJ,2.42,4.00,3.00
2013-2014,20140330,FLA,MTL,3.75,4.20,2.18
2013-2014,20140330,BUF,TBL,4.40,4.40,1.78
2013-2014,20140330,NYI,NJD,3.10,4.20,2.40
2013-2014,20140330,TOR,DET,2.45,4.01,2.92
2013-2014,20140330,STL,DAL,1.75,4.50,4.90
2013-2014,20140330,VAN,ANA,2.75,4.70,2.45
2013-2014,20140330,LAK,WPG,1.80,5.20,4.40
2013-2014,20140330,PHI,BOS,2.96,4.00,2.42
2013-2014,20140330,OTT,CGY,2.25,4.20,3.00
2013-2014,20140330,DET,TBL,2.65,4.40,2.55
2013-2014,20140331,PIT,CHI,2.50,4.00,2.63
2013-2014,20140331,EDM,NYR,3.40,4.80,2.05
2013-2014,20140331,NSH,WSH,2.60,3.95,2.60
2012-2013,20130119,PHI,PIT,2.70,4.20,2.40
2012-2013,20130119,WPG,OTT,2.35,4.20,2.65
2012-2013,20130119,LAK,CHI,2.45,4.20,2.75
2012-2013,20130120,TBL,WSH,2.45,4.00,2.55
2012-2013,20130120,NYI,NJD,2.79,4.00,2.38
2012-2013,20130120,MTL,TOR,2.25,4.00,2.90
2012-2013,20130120,BOS,NYR,2.30,4.20,3.10
2012-2013,20130120,FLA,CAR,2.54,3.85,2.75
2012-2013,20130120,STL,DET,2.25,4.00,2.90
2012-2013,20130120,NSH,CBJ,1.95,4.33,3.60
2012-2013,20130120,DAL,PHX,2.40,4.20,2.90
2012-2013,20130120,MIN,COL,2.25,4.10,3.10
2012-2013,20130120,VAN,ANA,2.10,4.33,3.40
2012-2013,20130120,BUF,PHI,2.35,4.00,2.70
2012-2013,20130121,CGY,SJS,2.89,3.85,2.47
2012-2013,20130121,NYR,PIT,2.50,3.85,2.55
2012-2013,20130121,MIN,DAL,2.10,4.00,3.29
2012-2013,20130121,VAN,EDM,2.20,4.00,3.05
2012-2013,20130121,PHX,CHI,2.60,3.85,2.50
2012-2013,20130121,BOS,WPG,1.83,4.33,4.00
2012-2013,20130121,NYI,TBL,2.65,4.00,2.45
2012-2013,20130122,NSH,STL,2.89,4.00,2.45
2012-2013,20130122,TOR,BUF,2.38,3.85,2.65
2012-2013,20130122,OTT,FLA,2.15,4.05,3.00
2012-2013,20130122,CBJ,DET,2.79,3.95,2.38
2012-2013,20130122,CGY,ANA,2.64,3.85,2.45
2012-2013,20130123,WSH,WPG,2.00,4.33,3.55
2012-2013,20130123,CAR,TBL,2.20,4.05,3.20
2012-2013,20130123,DET,DAL,2.25,4.00,3.00
2012-2013,20130123,NJD,PHI,2.50,3.95,2.60
2012-2013,20130123,MTL,FLA,2.10,4.05,3.10
2012-2013,20130123,MIN,NSH,2.20,4.05,3.20
2012-2013,20130123,CHI,STL,2.38,3.85,2.80
2012-2013,20130123,COL,LAK,2.70,3.85,2.50
2012-2013,20130123,EDM,SJS,2.64,3.95,2.50
2012-2013,20130124,PIT,TOR,1.75,4.50,4.20
2012-2013,20130124,NYR,BOS,2.38,3.85,2.89
2012-2013,20130124,VAN,CGY,1.90,4.25,3.65
2012-2013,20130124,PHX,CBJ,2.05,4.15,3.30
2012-2013,20130125,CAR,BUF,2.38,3.95,2.75
2012-2013,20130125,WSH,MTL,2.25,4.00,2.90
2012-2013,20130125,PHI,NYR,2.60,3.95,2.60
2012-2013,20130125,TOR,NYI,2.45,3.95,2.75
2012-2013,20130125,FLA,OTT,2.89,3.95,2.42
2012-2013,20130125,STL,NSH,2.05,4.15,3.50
2012-2013,20130125,DAL,CHI,2.75,4.00,2.30
2012-2013,20130125,COL,CBJ,2.00,4.10,3.40
2012-2013,20130125,EDM,LAK,2.89,3.90,2.30
2012-2013,20130125,SJS,PHX,1.90,4.25,3.75
2012-2013,20130126,NJD,WSH,2.10,4.05,3.29
2012-2013,20130126,BUF,CAR,2.10,4.15,3.20
2012-2013,20130126,BOS,NYI,1.85,4.30,3.90
2012-2013,20130126,TBL,OTT,2.30,4.00,2.80
2012-2013,20130126,DET,MIN,2.40,3.95,2.75
2012-2013,20130126,WPG,PIT,3.00,4.00,2.20
2012-2013,20130126,ANA,VAN,2.50,3.95,2.60
2012-2013,20130126,SJS,COL,2.00,4.10,3.35
2012-2013,20130127,NYR,TOR,1.91,4.20,3.60
2012-2013,20130127,CBJ,CHI,3.39,4.10,2.05
2012-2013,20130127,FLA,PHI,2.70,3.95,2.40
2012-2013,20130127,PHX,LAK,2.89,3.95,2.40
2012-2013,20130127,DAL,STL,3.39,4.00,2.20
2012-2013,20130127,CGY,EDM,2.35,3.95,2.75
2012-2013,20130127,ANA,NSH,2.64,3.95,2.60
2012-2013,20130127,WSH,BUF,2.35,3.95,2.79
2012-2013,20130127,OTT,PIT,2.55,3.95,2.60
2012-2013,20130128,TBL,PHI,2.24,4.05,3.00
2012-2013,20130128,MTL,NJD,2.54,3.90,2.54
2012-2013,20130128,CHI,DET,2.16,4.05,3.10
2012-2013,20130128,WPG,NYI,2.20,4.00,2.90
2012-2013,20130128,SJS,VAN,2.30,3.95,2.80
2012-2013,20130128,STL,MIN,2.05,4.15,3.29
2012-2013,20130129,CBJ,DAL,2.79,3.95,2.40
2012-2013,20130129,CAR,BOS,2.65,3.95,2.50
2012-2013,20130129,PHX,NSH,2.64,3.95,2.50
2012-2013,20130129,EDM,COL,2.25,3.95,3.00
2012-2013,20130129,LAK,VAN,2.20,4.00,3.10
2012-2013,20130130,NYR,PHI,2.00,4.15,3.45
2012-2013,20130130,BUF,TOR,2.10,4.02,3.25
2012-2013,20130130,BOS,NJD,2.10,4.10,3.50
2012-2013,20130130,TBL,FLA,1.95,4.20,3.50
2012-2013,20130130,MTL,WPG,2.25,3.95,3.00
2012-2013,20130130,DET,DAL,2.05,4.10,3.39
2012-2013,20130130,PIT,NYI,1.76,4.40,4.00
2012-2013,20130130,OTT,WSH,2.10,4.00,3.00
2012-2013,20130130,MIN,CBJ,1.90,4.25,3.75
2012-2013,20130130,SJS,ANA,1.95,4.10,3.55
2012-2013,20130131,OTT,MTL,2.10,4.15,3.20
2012-2013,20130131,MIN,CHI,2.89,3.95,2.35
2012-2013,20130131,PHX,EDM,2.30,3.95,2.79
2012-2013,20130131,VAN,COL,1.95,4.25,3.75
2012-2013,20130201,NYR,PIT,2.50,4.00,2.65
2012-2013,20130201,NJD,NYI,2.15,4.05,3.20
2012-2013,20130201,CBJ,STL,3.75,4.20,1.97
2012-2013,20130201,TOR,WSH,2.50,3.85,2.60
2012-2013,20130201,BOS,BUF,1.90,4.30,3.65
2012-2013,20130201,FLA,WPG,2.65,3.95,2.50
2012-2013,20130201,CGY,COL,2.05,4.15,3.50
2012-2013,20130201,LAK,NSH,2.05,4.15,3.29
2012-2013,20130201,SJS,EDM,1.85,4.30,3.75
2012-2013,20130202,CAR,OTT,2.40,3.95,2.64
2012-2013,20130202,WSH,PHI,2.64,3.95,2.55
2012-2013,20130202,TBL,WPG,1.90,4.30,3.75
2012-2013,20130202,DET,STL,2.50,3.90,2.55
2012-2013,20130202,DAL,PHX,2.45,3.95,2.85
2012-2013,20130202,VAN,CHI,2.35,3.95,2.90
2012-2013,20130202,ANA,MIN,2.30,3.95,2.75
2012-2013,20130202,PIT,NJD,2.00,4.20,3.45
2012-2013,20130202,MTL,BUF,2.30,4.00,2.80
2012-2013,20130202,COL,EDM,2.35,3.95,2.70
2012-2013,20130203,CBJ,DET,2.90,3.95,2.20
2012-2013,20130203,TBL,NYR,2.30,3.95,2.80
2012-2013,20130203,PHI,CAR,2.25,4.05,3.00
2012-2013,20130203,TOR,BOS,3.20,4.00,2.19
2012-2013,20130203,PHX,DAL,2.25,4.05,3.25
2012-2013,20130203,CGY,CHI,2.65,3.95,2.60
2012-2013,20130203,ANA,LAK,2.75,3.85,2.50
2012-2013,20130203,SJS,NSH,1.95,4.15,3.79
2012-2013,20130203,WSH,PIT,3.00,4.00,2.25
2012-2013,20130203,MTL,OTT,2.30,3.95,2.90
2012-2013,20130203,BUF,FLA,2.15,4.00,3.25
2012-2013,20130203,NYI,NJD,2.40,3.95,2.80
2012-2013,20130205,TOR,CAR,2.40,3.95,2.60
2012-2013,20130205,PHX,MIN,2.30,3.85,3.10
2012-2013,20130205,COL,DAL,2.25,3.95,3.10
2012-2013,20130205,EDM,VAN,2.89,4.00,2.35
2012-2013,20130205,ANA,SJS,2.55,3.90,2.50
2012-2013,20130206,CBJ,LAK,3.20,4.15,2.15
2012-2013,20130206,WSH,TOR,2.05,4.15,3.29
2012-2013,20130206,NYI,PIT,3.10,4.05,2.15
2012-2013,20130206,NJD,NYR,2.55,3.85,2.64
2012-2013,20130206,OTT,BUF,2.15,4.00,3.20
2012-2013,20130206,PHI,TBL,2.40,4.00,2.64
2012-2013,20130206,DET,CGY,2.05,4.25,3.25
2012-2013,20130206,STL,NSH,1.90,4.55,3.79
2012-2013,20130206,WPG,FLA,2.25,4.00,3.10
2012-2013,20130206,SJS,CHI,2.40,3.90,2.75
2012-2013,20130207,MTL,BOS,2.64,3.85,2.50
2012-2013,20130207,COL,ANA,2.89,3.85,2.50
2012-2013,20130207,EDM,DAL,2.54,3.90,2.75
2012-2013,20130208,PIT,WSH,1.85,4.30,3.95
2012-2013,20130208,PHI,FLA,2.10,4.10,3.15
2012-2013,20130208,NYR,NYI,2.00,4.10,3.40
2012-2013,20130208,NJD,TBL,2.30,3.95,2.75
2012-2013,20130208,BUF,MTL,2.30,4.00,3.00
2012-2013,20130208,CBJ,CGY,2.60,3.95,2.75
2012-2013,20130208,OTT,CAR,2.36,3.95,2.80
2012-2013,20130208,WPG,TOR,2.25,4.00,2.90
2012-2013,20130208,NSH,LAK,2.75,3.95,2.65
2012-2013,20130208,MIN,VAN,2.65,3.85,2.45
2012-2013,20130208,STL,DET,1.95,4.35,3.70
2012-2013,20130208,PHX,CHI,2.60,3.95,2.60
2012-2013,20130209,DAL,ANA,2.75,3.95,2.45
2012-2013,20130209,NJD,PIT,2.75,4.00,2.64
2012-2013,20130209,PHI,CAR,2.25,4.00,2.95
2012-2013,20130209,OTT,WPG,2.00,4.05,3.30
2012-2013,20130209,DET,EDM,2.00,4.10,3.39
2012-2013,20130209,SJS,PHX,2.00,4.10,3.60
2012-2013,20130210,MTL,TOR,2.05,4.15,3.50
2012-2013,20130210,NYI,BUF,2.40,3.95,2.64
2012-2013,20130210,WSH,FLA,2.25,3.95,3.05
2012-2013,20130210,MIN,NSH,2.35,3.90,2.79
2012-2013,20130210,STL,ANA,1.95,4.20,3.55
2012-2013,20130210,VAN,CGY,1.85,4.30,3.95
2012-2013,20130210,DET,LAK,2.64,3.90,2.65
2012-2013,20130211,CBJ,EDM,2.60,3.95,2.60
2012-2013,20130211,BUF,BOS,3.00,3.95,2.25
2012-2013,20130211,NYR,TBL,2.15,4.00,3.20
2012-2013,20130211,PIT,NJD,2.05,4.10,3.40
2012-2013,20130211,NSH,CHI,2.89,3.85,2.35
2012-2013,20130212,CBJ,SJS,3.60,4.33,1.95
2012-2013,20130212,TOR,PHI,2.50,3.95,2.55
2012-2013,20130212,NYI,CAR,2.50,3.95,2.60
2012-2013,20130212,STL,LAK,2.05,4.10,3.50
2012-2013,20130212,COL,PHX,2.70,3.95,2.50
2012-2013,20130212,CGY,MIN,2.54,3.95,2.55
2012-2013,20130213,NJD,CAR,2.05,4.00,3.30
2012-2013,20130213,FLA,WSH,2.40,4.00,2.70
2012-2013,20130213,TBL,MTL,2.30,4.00,2.95
2012-2013,20130213,OTT,BUF,2.20,4.00,3.00
2012-2013,20130213,BOS,NYR,2.29,4.00,3.00
2012-2013,20130213,WPG,PHI,2.25,4.00,3.00
2012-2013,20130213,NSH,SJS,2.55,3.90,2.55
2012-2013,20130213,CHI,ANA,2.00,4.10,3.25
2012-2013,20130213,EDM,DAL,2.45,3.90,2.70
2012-2013,20130213,VAN,MIN,1.85,4.50,4.25
2012-2013,20130214,PIT,OTT,1.91,4.40,4.30
2012-2013,20130214,DET,STL,2.38,3.95,2.80
2012-2013,20130214,CGY,DAL,2.30,4.05,3.00
2012-2013,20130215,NYR,NYI,2.00,4.30,3.75
2012-2013,20130215,CAR,TOR,2.20,4.10,3.00
2012-2013,20130215,FLA,MTL,2.79,3.85,2.45
2012-2013,20130215,TBL,WSH,2.10,4.10,3.15
2012-2013,20130215,NSH,PHX,2.39,3.90,2.85
2012-2013,20130215,MIN,COL,2.05,4.15,3.45
2012-2013,20130220,NYR,MTL,2.05,4.00,3.35
2012-2013,20130220,TBL,TOR,2.05,4.00,3.20
2012-2013,20130220,OTT,NYI,2.38,4.00,2.85
2012-2013,20130220,NSH,DET,2.45,3.90,2.90
2012-2013,20130220,STL,SJS,2.35,4.00,3.10
2012-2013,20130220,CHI,VAN,2.39,4.00,2.85
2012-2013,20130306,CBJ,EDM,2.70,3.95,2.40
2012-2013,20130306,CAR,BUF,2.30,3.95,2.90
2012-2013,20130306,WSH,BOS,3.20,4.00,2.20
2012-2013,20130306,NYI,MTL,2.75,4.00,2.35
2012-2013,20130306,NJD,TBL,2.30,4.00,2.85
2012-2013,20130306,DET,COL,2.00,4.15,3.45
2012-2013,20130306,FLA,WPG,2.79,3.95,2.45
2012-2013,20130306,NYR,PHI,2.25,4.00,3.05
2012-2013,20130306,CHI,MIN,1.95,4.20,3.90
2012-2013,20130306,VAN,SJS,2.15,4.00,3.10
2012-2013,20130306,LAK,STL,2.25,3.95,3.00
2012-2013,20130310,DET,CBJ,1.85,4.25,3.75
2012-2013,20130311,PIT,NYI,1.86,4.35,3.75
2012-2013,20130311,CHI,EDM,1.75,4.40,4.30
2012-2013,20130311,NJD,WPG,2.25,4.00,2.90
2012-2013,20130311,PHI,BUF,2.20,4.15,3.00
2012-2013,20130311,MIN,VAN,3.10,3.85,2.30
2012-2013,20130311,COL,SJS,2.40,3.85,3.10
2012-2013,20130311,ANA,STL,2.15,4.10,3.10
2012-2013,20130326,BOS,TOR,1.85,4.40,3.85
2012-2013,20130326,OTT,NJD,2.30,3.90,3.10
2012-2013,20130326,CHI,LAK,2.20,4.00,3.10
2012-2013,20130326,NSH,EDM,2.15,4.15,3.20
2012-2013,20130326,DAL,MIN,2.55,3.85,2.64
2012-2013,20130326,PHX,DET,2.30,4.00,3.10
2012-2013,20130326,ANA,SJS,2.25,3.90,3.10
2012-2013,20130406,PIT,NYR,2.25,3.95,2.95
2012-2013,20130406,BUF,OTT,3.10,3.85,2.45
2012-2013,20130406,STL,CBJ,2.00,4.10,3.50
2012-2013,20130406,COL,DET,2.55,3.95,2.50
2012-2013,20130406,ANA,DAL,1.82,4.40,3.90
2012-2013,20130406,SJS,CGY,1.70,4.50,4.75
2012-2013,20130407,PHX,COL,1.95,4.30,3.75
2012-2013,20130410,CBJ,SJS,2.79,3.85,2.40
2012-2013,20130410,CAR,PIT,3.39,4.15,2.05
2012-2013,20130410,NYI,PHI,2.30,3.95,2.79
2012-2013,20130410,MTL,WSH,2.10,4.15,3.20
2012-2013,20130410,TBL,OTT,2.35,3.90,2.79
2012-2013,20130410,MIN,CHI,2.75,3.85,2.45
2012-2013,20130410,NSH,STL,2.89,3.85,2.30
2012-2013,20130410,WPG,BUF,2.10,4.15,3.30
2012-2013,20130410,DAL,LAK,3.25,4.15,2.19
2012-2013,20130414,STL,CHI,2.45,3.85,2.64
2012-2013,20130414,BUF,TBL,2.35,4.00,2.95
2012-2013,20130415,NSH,DET,2.95,3.90,2.50
2011-2012,20111007,BOS,PHI,2.29,4.20,2.90
2011-2012,20111007,TOR,MTL,2.50,4.00,2.60
2011-2012,20111007,VAN,PIT,2.10,4.20,3.15
2011-2012,20111007,BUF,ANA,2.40,4.15,2.85
2011-2012,20111007,LAK,NYR,2.35,4.00,2.70
2011-2012,20111008,CAR,TBL,2.64,4.00,2.60
2011-2012,20111008,DET,OTT,1.75,4.50,4.00
2011-2012,20111008,CBJ,NSH,2.50,4.00,2.64
2011-2012,20111008,DAL,CHI,2.70,4.00,2.45
2011-2012,20111008,ANA,NYR,2.72,4.11,2.55
2011-2012,20111008,LAK,BUF,2.60,4.10,2.50
2011-2012,20111009,BOS,TBL,2.10,4.33,3.25
2011-2012,20111009,TOR,OTT,2.05,4.33,3.25
2011-2012,20111009,NJD,PHI,2.64,4.20,2.45
2011-2012,20111009,WSH,CAR,1.87,4.33,3.90
2011-2012,20111009,NYI,FLA,2.40,4.10,2.89
2011-2012,20111009,STL,NSH,2.30,4.20,3.10
2011-2012,20111009,MIN,CBJ,2.28,4.33,2.90
2011-2012,20111009,CHI,DAL,1.90,4.50,3.60
2011-2012,20111009,COL,DET,3.15,4.33,2.20
2011-2012,20111009,CGY,PIT,2.55,4.00,2.60
2011-2012,20111009,SJS,PHX,1.90,4.40,3.75
2011-2012,20111010,EDM,PIT,2.90,4.20,2.70
2011-2012,20111010,BOS,COL,1.74,4.75,4.33
2011-2012,20111010,NJD,CAR,2.35,4.10,2.90
2011-2012,20111010,NYI,MIN,2.45,4.10,2.64
2011-2012,20111010,STL,CGY,2.20,4.20,3.00
2011-2012,20111011,DAL,PHX,2.29,4.20,2.80
2011-2012,20111011,WSH,TBL,2.05,4.50,3.30
2011-2012,20111011,CBJ,VAN,3.10,4.33,2.15
2011-2012,20111012,PIT,FLA,2.00,4.33,3.45
2011-2012,20111012,OTT,MIN,2.40,4.05,2.95
2011-2012,20111013,CBJ,COL,2.25,4.20,3.00
2011-2012,20111013,PHI,VAN,2.30,4.20,3.00
2011-2012,20111013,CAR,BOS,3.00,4.00,2.35
2011-2012,20111014,NJD,LAK,2.64,4.00,2.50
2011-2012,20111014,NYI,TBL,2.75,4.00,2.35
2011-2012,20111014,PIT,WSH,2.70,4.00,2.50
2011-2012,20111014,MTL,CGY,2.40,4.00,2.89
2011-2012,20111014,OTT,COL,2.15,4.33,3.00
2011-2012,20111014,DET,VAN,2.12,4.50,3.10
2011-2012,20111014,NSH,PHX,2.15,4.20,3.10
2011-2012,20111014,MIN,EDM,2.05,4.33,3.25
2011-2012,20111014,CHI,WPG,1.83,4.51,4.00
2011-2012,20111014,DAL,STL,2.64,4.20,2.55
2011-2012,20111015,BUF,CAR,1.95,4.33,3.75
2011-2012,20111015,ANA,SJS,2.89,4.00,2.35
2011-2012,20111016,TOR,CGY,2.32,4.00,2.75
2011-2012,20111016,MTL,COL,2.30,4.00,2.85
2011-2012,20111016,NYI,NYR,2.60,4.00,2.45
2011-2012,20111016,PHI,LAK,2.29,4.05,3.05
2011-2012,20111016,PIT,BUF,2.40,4.20,2.85
2011-2012,20111016,WSH,OTT,1.70,4.60,4.50
2011-2012,20111016,PHX,WPG,2.10,4.20,3.10
2011-2012,20111016,FLA,TBL,2.65,4.33,2.50
2011-2012,20111016,NSH,NJD,2.30,4.00,2.89
2011-2012,20111016,MIN,DET,3.20,4.20,2.20
2011-2012,20111016,DAL,CBJ,2.10,4.20,3.25
2011-2012,20111016,CHI,BOS,2.25,4.20,2.85
2011-2012,20111016,EDM,VAN,3.20,4.20,2.10
2011-2012,20111016,SJS,STL,2.00,4.33,3.35
2011-2012,20111017,ANA,STL,2.30,4.00,3.00
2011-2012,20111018,TOR,COL,2.25,4.20,2.89
2011-2012,20111018,TBL,FLA,2.05,4.20,3.35
2011-2012,20111018,WPG,PIT,3.10,4.20,2.30
2011-2012,20111018,EDM,NSH,2.89,4.00,2.35
2011-2012,20111018,SJS,ANA,1.91,4.40,3.75
2011-2012,20111019,BOS,CAR,2.00,4.25,3.40
2011-2012,20111019,WSH,FLA,1.73,4.55,4.50
2011-2012,20111019,CBJ,DAL,2.70,4.00,2.45
2011-2012,20111019,MTL,BUF,2.80,4.33,2.35
2011-2012,20111019,OTT,PHI,3.30,4.33,2.00
2011-2012,20111019,MIN,PIT,2.40,4.05,2.89
2011-2012,20111019,CGY,EDM,1.95,4.33,3.40
2011-2012,20111019,VAN,NYR,1.90,4.33,3.60
2011-2012,20111019,PHX,CHI,2.95,4.33,2.30
2011-2012,20111019,LAK,STL,2.15,4.20,3.05
2011-2012,20111020,TOR,WPG,2.00,4.35,3.60
2011-2012,20111021,BOS,TOR,1.91,4.33,3.75
2011-2012,20111021,PHI,WSH,2.30,4.00,2.79
2011-2012,20111021,PIT,MTL,2.29,4.33,2.95
2011-2012,20111021,OTT,WPG,2.25,4.00,2.95
2011-2012,20111021,TBL,NYI,2.20,4.33,3.10
2011-2012,20111021,FLA,BUF,3.20,4.33,2.20
2011-2012,20111021,COL,CHI,3.00,4.20,2.30
2011-2012,20111021,CGY,NYR,2.54,4.33,2.70
2011-2012,20111021,EDM,MIN,2.54,4.00,2.75
2011-2012,20111021,VAN,NSH,1.95,4.20,3.75
2011-2012,20111021,PHX,LAK,3.00,4.00,2.30
2011-2012,20111022,NJD,SJS,2.89,3.90,2.40
2011-2012,20111022,DET,CBJ,1.70,4.60,4.50
2011-2012,20111022,STL,CAR,2.30,4.33,2.80
2011-2012,20111022,ANA,DAL,2.15,4.33,3.20
2011-2012,20111022,CGY,NSH,2.25,4.20,3.05
2011-2012,20111022,VAN,MIN,1.80,4.50,4.00
2011-2012,20111023,BOS,SJS,2.25,4.20,3.05
2011-2012,20111023,MTL,TOR,2.30,4.00,3.00
2011-2012,20111023,OTT,CBJ,2.25,4.20,3.00
2011-2012,20111023,PHI,STL,1.90,4.50,3.75
2011-2012,20111023,PIT,NJD,2.02,4.20,3.39
2011-2012,20111023,WSH,DET,2.20,4.20,3.10
2011-2012,20111023,WPG,CAR,2.50,4.00,2.55
2011-2012,20111023,TBL,BUF,2.70,4.00,2.50
2011-2012,20111023,FLA,NYI,2.30,4.00,2.70
2011-2012,20111023,CHI,COL,1.85,4.40,3.75
2011-2012,20111023,EDM,NYR,3.10,4.00,2.30
2011-2012,20111023,LAK,DAL,1.90,4.25,3.60
2011-2012,20111024,ANA,PHX,2.05,4.20,3.30
2011-2012,20111025,PHI,TOR,1.85,4.40,3.90
2011-2012,20111025,MTL,FLA,2.25,4.00,2.95
2011-2012,20111025,WPG,NYR,2.75,4.00,2.50
2011-2012,20111026,NYI,PIT,2.75,4.20,2.39
2011-2012,20111026,CAR,OTT,1.90,4.33,3.70
2011-2012,20111026,CBJ,DET,3.60,4.40,1.90
2011-2012,20111026,BUF,TBL,2.10,4.20,3.25
2011-2012,20111026,NSH,SJS,2.90,4.20,2.30
2011-2012,20111026,CHI,ANA,2.00,4.33,3.50
2011-2012,20111026,EDM,VAN,3.20,4.20,2.15
2011-2012,20111026,PHX,DAL,2.45,4.33,2.70
2011-2012,20111026,LAK,NJD,1.95,4.55,3.60
2011-2012,20111027,MTL,PHI,2.95,4.20,2.20
2011-2012,20111027,CGY,COL,2.35,4.05,2.75
2011-2012,20111027,VAN,STL,2.05,4.25,3.30
2011-2012,20111028,BOS,MTL,1.86,4.40,3.75
2011-2012,20111028,BUF,CBJ,1.80,4.50,3.80
2011-2012,20111028,NYR,TOR,2.15,4.33,3.00
2011-2012,20111028,PHI,WPG,1.90,4.40,3.80
2011-2012,20111028,PIT,NYI,1.90,4.40,3.75
2011-2012,20111028,OTT,FLA,2.48,4.33,2.60
2011-2012,20111028,NSH,TBL,2.50,4.33,2.55
2011-2012,20111028,MIN,ANA,2.54,4.33,2.55
2011-2012,20111028,DAL,LAK,2.75,4.00,2.50
2011-2012,20111028,EDM,WSH,3.30,4.33,2.05
2011-2012,20111028,PHX,NJD,2.40,4.00,2.85
2011-2012,20111029,CAR,CHI,3.00,4.10,2.35
2011-2012,20111029,DET,SJS,2.30,4.20,2.80
2011-2012,20111029,COL,EDM,2.05,4.25,3.39
2011-2012,20111029,CGY,STL,2.40,4.33,2.75
2011-2012,20111029,NYR,OTT,2.00,4.20,3.30
2011-2012,20111030,BUF,FLA,1.90,4.40,3.70
2011-2012,20111030,TOR,PIT,2.66,4.00,2.40
2011-2012,20111030,MTL,BOS,2.70,4.00,2.48
2011-2012,20111030,NYI,SJS,2.90,4.20,2.25
2011-2012,20111030,PHI,CAR,2.00,4.40,3.50
2011-2012,20111030,TBL,WPG,1.95,4.40,3.40
2011-2012,20111030,NSH,ANA,2.46,4.00,2.75
2011-2012,20111030,MIN,DET,3.00,4.20,2.25
2011-2012,20111030,DAL,NJD,2.30,4.00,2.89
2011-2012,20111030,PHX,LAK,2.89,4.20,2.32
2011-2012,20111030,CHI,CBJ,1.80,4.50,3.90
2011-2012,20111030,VAN,WSH,2.40,4.00,2.70
2011-2012,20111030,CBJ,ANA,2.79,4.00,2.35
2011-2012,20111031,OTT,TOR,2.70,4.05,2.55
2011-2012,20111031,COL,LAK,2.75,4.00,2.50
